Pct.,Name,Combined Pcts.,Address,City,Date,Start Time,End Time,Zipcode,Latitude,Longitude,Area of the City,Type,Hours,EZVote Code,Election Code,Boss Code
101,Dailey Middle School,"114, 115, 116, 119, 138",14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
102,Copperfield Elementary School,,12135 Thompkins Drive ,Austin,11/6/2012,7:00,19:00,78753,30.388804,-97.660432,NE,ED,R,302,G12,31
103,Graham Elementary School,108,11211 Tom Adams Drive ,Austin,11/6/2012,7:00,19:00,78753,30.37256,-97.668865,NE,ED,R,701,G12,32
104,Cedar View Rehabilitation,,11020 Dessau Road ,Austin,11/6/2012,7:00,19:00,78754,30.369802,-97.668328,NE,ED,R,347,G12,33
105,Manor ISD Administration Building,,10335 Hwy 290 East ,Manor,11/6/2012,7:00,19:00,78653,30.345047,-97.573142,E,ED,R,1339,G12,34
106,Neidig Elementary School,,13700 County Line Road ,Elgin,11/6/2012,7:00,19:00,78621,30.360388,-97.407671,E,ED,R,1449,G12,35
107,New Sweden Lutheran Church,,12809 New Sweden Church Road ,Manor,11/6/2012,7:00,19:00,78653,30.40574,-97.48647,NE,ED,R,1405,G12,36
108,Combined @ 103 Graham Elementary School,,11211 Tom Adams Drive ,Austin,11/6/2012,7:00,19:00,78753,30.37256,-97.668865,NE,ED,R,701,G12,32
109,Parmer Lane Elementary School,,1806 Parmer Lane ,Austin,11/6/2012,7:00,19:00,78727,30.414372,-97.691717,N,ED,R,1600,G12,37
110,Park Crest Middle School,161,1500 North Railroad Avenue ,Pflugerville,11/6/2012,7:00,19:00,78660,30.45636,-97.61767,NE,ED,R,1675,G12,38
111,Westview Middle School,,1805 Scofield Lane ,Austin,11/6/2012,7:00,19:00,78727,30.41761,-97.68867,N,ED,R,2304,G12,39
112,Dessau Elementary School,,1501 Dessau Ridge Lane ,Austin,11/6/2012,7:00,19:00,78754,30.40165,-97.64394,NE,ED,R,401,G12,40
113,Wieland Elementary School,,900 Tudor House Road ,Pflugerville,11/6/2012,7:00,19:00,78660,30.42227,-97.63925,NE,ED,R,2334,G12,41
114,Combined @ 101 Dailey Middle School,,14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
115,Combined @ 101 Dailey Middle School,,14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
116,Combined @ 101 Dailey Middle School,,14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
117,Overton Elementary School,120,7201 Colony Loop Drive ,Austin,11/6/2012,7:00,19:00,78724,30.30024,-97.63674,E,ED,R,1587,G12,42
118,Combined @ 130 Memorial United Methodist Church,,6100 Berkman Drive ,Austin,11/6/2012,7:00,19:00,78723,30.316303,-97.692897,E,ED,R,1315,G12,49
119,Combined @ 101 Dailey Middle School,,14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
120,Combined @ 117 Overton Elementary School,,7201 Colony Loop Drive ,Austin,11/6/2012,7:00,19:00,78724,30.30024,-97.63674,E,ED,R,1587,G12,42
121,LBJ High School,"128, 131, 134",7309 Lazy Creek Drive ,Austin,11/6/2012,7:00,19:00,78724,30.31232,-97.655561,S,ED,R,1201,G12,43
122,YMCA East Community Branch,,5315 Ed Bluestein Boulevard ,Austin,11/6/2012,7:00,19:00,78723,30.291849,-97.662234,E,ED,R,2500,G12,44
123,Murchison Elementary School,,2215 Kelly Lane ,Pflugerville,11/6/2012,7:00,19:00,78660,30.468021,-97.586403,NE,ED,R,1336,G12,45
124,Carver Library and Museum Complex,,1161 Angelina Street ,Austin,11/6/2012,7:00,19:00,78702,30.269872,-97.724054,E,ED,R,335,G12,46
125,Combined @ 154 Bluebonnet Trail Elementary School,,11316 Farmhaven Road ,Austin,11/6/2012,7:00,19:00,78754,30.35188,-97.61771,E,ED,R,244,G12,68
126,David Chapel Portable,,2211 East MLK Jr. Boulevard ,Austin,11/6/2012,7:00,19:00,78702,30.28008,-97.71749,E,ED,R,404,G12,47
127,Combined @ 154 Bluebonnet Trail Elementary School,,11316 Farmhaven Road ,Austin,11/6/2012,7:00,19:00,78754,30.35188,-97.61771,E,ED,R,244,G12,68
128,Combined @ 121 LBJ High School,,7309 Lazy Creek Drive ,Austin,11/6/2012,7:00,19:00,78724,30.31232,-97.655561,S,ED,R,1201,G12,43
129,Sims Elementary School,,1203 Springdale Road ,Austin,11/6/2012,7:00,19:00,78721,30.27949,-97.68601,E,ED,R,1907,G12,48
130,Memorial United Methodist Church,118,6100 Berkman Drive ,Austin,11/6/2012,7:00,19:00,78723,30.316303,-97.692897,E,ED,R,1315,G12,49
131,Combined @ 121 LBJ High School,,7309 Lazy Creek Drive ,Austin,11/6/2012,7:00,19:00,78724,30.31232,-97.655561,S,ED,R,1201,G12,43
132,Pecan Springs Elementary School,,3100 Rogge Lane ,Austin,11/6/2012,7:00,19:00,78723,30.302724,-97.677104,E,ED,R,1604,G12,50
133,Blanton Elementary School,,5408 Westminster Drive ,Austin,11/6/2012,7:00,19:00,78723,30.306865,-97.690741,E,ED,R,203,G12,51
134,Combined @ 121 LBJ High School,,7309 Lazy Creek Drive ,Austin,11/6/2012,7:00,19:00,78724,30.31232,-97.655561,S,ED,R,1201,G12,43
135,Messiah Lutheran Church,,5701 Cameron Road ,Austin,11/6/2012,7:00,19:00,78723,30.315441,-97.701352,E,ED,R,1316,G12,52
136,Pfluger Hall,,203B East Pecan Street ,Pflugerville,11/6/2012,7:00,19:00,78660,30.439137,-97.619641,NE,ED,R,1605,G12,53
137,Rowe Lane Elementary School,163,3112 Speidel Drive ,Pflugerville,11/6/2012,7:00,19:00,78660,30.477194,-97.562628,NE,ED,R,1840,G12,54
138,Combined @ 101 Dailey Middle School,,14000 Westall Street ,Austin,11/6/2012,7:00,19:00,78725,30.242793,-97.58975,N,ED,R,427,G12,30
139,Gus Garcia Recreation Center,141,1201 East Rundberg Lane ,Austin,11/6/2012,7:00,19:00,78753,30.35266,-97.68218,NE,ED,R,715,G12,55
140,Dobie Middle School,,1200 East Rundberg Lane ,Austin,11/6/2012,7:00,19:00,78753,30.35397,-97.68056,NE,ED,R,405,G12,57
141,Combined @ 139 Gus Garcia Recreation Center,,1201 East Rundberg Lane ,Austin,11/6/2012,7:00,19:00,78753,30.35266,-97.68218,NE,ED,R,715,G12,55
142,"Combined @ Highland Mall, Suite #1390",,6001 Airport Boulevard ,Austin,11/6/2012,7:00,19:00,78752,30.325916,-97.713947,NC,ED,R,826,G12,58
145,Windermere Elementary School,,1100 Picadilly Drive ,Pflugerville,11/6/2012,7:00,19:00,78660,30.46444,-97.64189,NE,ED,R,2315,G12,59
146,Pflugerville ISD Administration Building,,1401 West Pecan Street ,Pflugerville,11/6/2012,7:00,19:00,78660,30.446463,-97.636496,NE,ED,R,1606,G12,60
148,"County Tax Office, Pflugerville",,15822 Foothill Farms Loop ,Pflugerville,11/6/2012,7:00,19:00,78660,30.44897,-97.65214,NE,ED,R,340,G12,61
149,Reilly Elementary School,,405 Denson Drive ,Austin,11/6/2012,7:00,19:00,78752,30.328009,-97.720052,NC,ED,R,1814,G12,62
150,Brookhollow Elementary School,,1200 North Railroad Avenue ,Pflugerville,11/6/2012,7:00,19:00,78660,30.452447,-97.618074,NE,ED,R,209,G12,63
151,Dottie Jordan Recreation Center,,2803 Loyola Lane ,Austin,11/6/2012,7:00,19:00,78723,30.314135,-97.67395,E,ED,R,430,G12,64
152,Maplewood Elementary School,,3808 Maplewood Avenue ,Austin,11/6/2012,7:00,19:00,78722,30.293238,-97.714838,E,ED,R,1318,G12,65
153,Pioneer Crossing Elementary School,,11300 Samsung Boulevard ,Austin,11/6/2012,7:00,19:00,78754,30.361804,-97.639875,E,ED,R,1673,G12,67
154,Bluebonnet Trail Elementary School,"125, 127",11316 Farmhaven Road ,Austin,11/6/2012,7:00,19:00,78754,30.35188,-97.61771,E,ED,R,244,G12,68
156,Virgina Brown Recreation Center,,7500 Blessing Avenue ,Austin,11/6/2012,7:00,19:00,78752,30.331898,-97.693058,E,ED,R,1942,G12,69
160,Spring Hill Elementary School,,600 South Heatherwilde Boulevard ,Pflugerville,11/6/2012,7:00,19:00,78660,30.442495,-97.645025,NE,ED,R,1910,G12,70
161,Combined @ 110 Park Crest Middle School,,1500 North Railroad Avenue ,Pflugerville,11/6/2012,7:00,19:00,78660,30.45636,-97.61767,NE,ED,R,1675,G12,38
163,Combined @ 137 Rowe Lane Elementary School,,3112 Speidel Drive ,Pflugerville,11/6/2012,7:00,19:00,78660,30.477194,-97.562628,NE,ED,R,1840,G12,54
164,Barrington Elementary School,,400 Cooper Drive ,Austin,11/6/2012,7:00,19:00,78753,30.361452,-97.695934,N,ED,R,205,G12,71
200,Winters Building,,701 West 51st Street ,Austin,11/6/2012,7:00,19:00,78751,30.31642,-97.73044,C,ED,R,2328,G12,72
202,Red River Church,,4425 Red River Street ,Austin,11/6/2012,7:00,19:00,78751,30.30453,-97.71938,C,ED,R,1831,G12,73
203,Boulder Ridge Community Room,,3300 Killingsworth Lane ,Pflugerville,11/6/2012,7:00,19:00,78660,30.41318,-97.60538,NE,ED,R,207,G12,75
205,Camden Huntingdon Apartments,,12349 Metric Boulevard ,Austin,11/6/2012,7:00,19:00,78758,30.410652,-97.695365,N,ED,R,2014,G12,76
206,Lee Elementary School,,3308 Hampton Road ,Austin,11/6/2012,7:00,19:00,78705,30.293303,-97.727165,C,ED,R,1813,G12,77
207,YMCA Northwest Branch,,5807 McNeil Drive ,Austin,11/6/2012,7:00,19:00,78729,30.445658,-97.733881,NW,ED,R,2501,G12,78
208,"University of Texas, Flawn Academic Center",,2400 Inner Campus Drive ,Austin,11/6/2012,7:00,19:00,78712,30.286086,-97.74033,C,ED,R,2101,G12,80
209,Combined @ 222 Cook Elementary School,,1511 Cripple Creek Drive ,Austin,11/6/2012,7:00,19:00,78758,30.377457,-97.703948,N,ED,R,305,G12,90
210,O. Henry Middle School,251,2610 West 10th Street ,Austin,11/6/2012,7:00,19:00,78703,30.285998,-97.774463,C,ED,R,1565,G12,81
211,Walnut Creek Elementary School,,401 West Braker Lane ,Austin,11/6/2012,7:00,19:00,78753,30.37941,-97.684132,N,ED,R,2311,G12,82
212,Combined @ 221 Bridge Point Elementary School,,6401 Cedar Street ,Austin,11/6/2012,7:00,19:00,78746,30.339621,-97.805743,W,ED,R,218,G12,89
213,Combined @ 231 Cat Mountain Homeowners Association,,6007 Mount Bonnell Road ,Austin,11/6/2012,7:00,19:00,78731,30.348676,-97.779876,NW,ED,R,345,G12,94
214,Bryker Woods Elementary School,,3309 Kerbey Lane ,Austin,11/6/2012,7:00,19:00,78703,30.305105,-97.750661,C,ED,R,208,G12,83
215,Wells Branch Community Library,,15001 Wells Port Drive ,Austin,11/6/2012,7:00,19:00,78728,30.44587,-97.67566,N,ED,R,2338,G12,84
216,Northwest Elementary School,,14014 Thermal Drive ,Austin,11/6/2012,7:00,19:00,78728,30.432588,-97.675881,N,ED,R,1418,G12,85
217,Lanier High School,"223, 224",1201 Payton Gin Road ,Austin,11/6/2012,7:00,19:00,78758,30.360795,-97.70781,N,ED,R,1204,G12,86
218,ACC Northridge Campus,,11928 Stonehollow Drive ,Austin,11/6/2012,7:00,19:00,78758,30.40315,-97.70461,NW,ED,R,130,G12,87
219,Caldwell Elementary School,,1718 Picadilly Drive ,Round Rock,11/6/2012,7:00,19:00,78664,30.46767,-97.655561,NE,ED,R,329,G12,88
220,Combined @ 231 Cat Mountain Homeowners Association,,6007 Mount Bonnell Road ,Austin,11/6/2012,7:00,19:00,78731,30.348676,-97.779876,NW,ED,R,345,G12,94
221,Bridge Point Elementary School,212,6401 Cedar Street ,Austin,11/6/2012,7:00,19:00,78746,30.339621,-97.805743,W,ED,R,218,G12,89
222,Cook Elementary School,209,1511 Cripple Creek Drive ,Austin,11/6/2012,7:00,19:00,78758,30.377457,-97.703948,N,ED,R,305,G12,90
223,Combined @ 217 Lanier High School,,1201 Payton Gin Road ,Austin,11/6/2012,7:00,19:00,78758,30.360795,-97.70781,N,ED,R,1204,G12,86
224,Combined @ 217 Lanier High School,,1201 Payton Gin Road ,Austin,11/6/2012,7:00,19:00,78758,30.360795,-97.70781,N,ED,R,1204,G12,86
225,Wells Branch MUD Recreation Center,,3000 Shoreline Drive ,Austin,11/6/2012,7:00,19:00,78728,30.455074,-97.682812,N,ED,R,2316,G12,91
226,Combined @ 227 Villas of Bristol Heights Apartments,,12041 Dessau Road ,Austin,11/6/2012,7:00,19:00,78754,30.380687,-97.651634,NE,ED,R,2208,G12,92
227,Villas of Bristol Heights Apartments,226,12041 Dessau Road ,Austin,11/6/2012,7:00,19:00,78754,30.380687,-97.651634,NE,ED,R,2208,G12,92
228,Combined @ 254 Emeritus at North Austin,,5310 Duval Road ,Austin,11/6/2012,7:00,19:00,78727,30.418998,-97.744288,NW,ED,R,556,G12,116
229,Wells Branch Community Center,,2106 Klattenhoff Drive ,Austin,11/6/2012,7:00,19:00,78728,30.441949,-97.679121,N,ED,R,2312,G12,93
231,Cat Mountain Homeowners Association,"213, 220",6007 Mount Bonnell Road ,Austin,11/6/2012,7:00,19:00,78731,30.348676,-97.779876,NW,ED,R,345,G12,94
232,Canyon Ridge Middle School,,12601 Country Trails Lane ,Austin,11/6/2012,7:00,19:00,78732,30.36482,-97.90306,NW,ED,R,344,G12,95
233,Shepherd of the Hills Christian Church,,6909 West Courtyard Drive ,Austin,11/6/2012,7:00,19:00,78730,30.35992,-97.80491,NW,ED,R,1928,G12,96
234,Austin Christian Fellowship,,6401 River Place Boulevard ,Austin,11/6/2012,7:00,19:00,78730,30.38683,-97.84729,NW,ED,R,141,G12,97
235,McCallum High School,,5600 Sunshine Drive ,Austin,11/6/2012,7:00,19:00,78756,30.326897,-97.729247,NC,ED,R,1321,G12,98
236,Rosedale Elementary School,,2117 West 49th Street ,Austin,11/6/2012,7:00,19:00,78756,30.320155,-97.74033,C,ED,R,1818,G12,99
237,Highland Park Baptist Church,,5206 Balcones Drive ,Austin,11/6/2012,7:00,19:00,78731,30.335241,-97.760028,W,ED,R,806,G12,100
238,Murchison Middle School,,3700 North Hills Drive ,Austin,11/6/2012,7:00,19:00,78731,30.353898,-97.759287,NW,ED,R,1322,G12,101
239,Gullett Elementary School,,6310 Treadwell Boulevard ,Austin,11/6/2012,7:00,19:00,78757,30.343232,-97.748483,C,ED,R,703,G12,102
240,Highland Park Elementary School,,4900 Fairview Drive ,Austin,11/6/2012,7:00,19:00,78731,30.330092,-97.759845,W,ED,R,807,G12,103
241,Brentwood Elementary School,,6700 Arroyo Seco ,Austin,11/6/2012,7:00,19:00,78757,30.33988,-97.73124,NC,ED,R,211,G12,104
242,Northwest Baptist Church,,6301 Woodrow Avenue ,Austin,11/6/2012,7:00,19:00,78757,30.334602,-97.729622,NC,ED,R,1427,G12,105
243,Ben Hur Shriners Hall,,7811 Rockwood Lane ,Austin,11/6/2012,7:00,19:00,78757,30.358129,-97.738055,NC,ED,R,249,G12,106
244,Randalls Steiner Ranch,,5145 RM 620 North ,Austin,11/6/2012,7:00,19:00,78732,30.389683,-97.885008,NW,ED,R,1848,G12,107
245,Grandview Hills Elementary School,,12024 Vista Parke Drive ,Austin,11/6/2012,7:00,19:00,78726,30.416315,-97.852907,NW,ED,R,716,G12,108
246,Hill Elementary School,,8601 Tallwood Drive ,Austin,11/6/2012,7:00,19:00,78759,30.376383,-97.748601,NW,ED,R,808,G12,109
247,Doss Elementary School,,7005 Northledge Drive ,Austin,11/6/2012,7:00,19:00,78731,30.356323,-97.762527,W,ED,R,409,G12,110
248,Burnet Middle School,,8401 Hathaway Drive ,Austin,11/6/2012,7:00,19:00,78757,30.363905,-97.72635,NC,ED,R,212,G12,111
249,St. Matthews Episcopal Church,,8134 Mesa Drive ,Austin,11/6/2012,7:00,19:00,78759,30.37462,-97.75645,NW,ED,R,1911,G12,112
250,Mathews Elementary School,,906 West Lynn Street ,Austin,11/6/2012,7:00,19:00,78703,30.278341,-97.7608,C,ED,R,1323,G12,113
251,Combined @ 210 O. Henry Middle School,,2610 West 10th Street ,Austin,11/6/2012,7:00,19:00,78703,30.285998,-97.774463,C,ED,R,1565,G12,81
252,North Village Library,,2505 Steck Avenue ,Austin,11/6/2012,7:00,19:00,78757,30.361822,-97.730598,NC,ED,R,1448,G12,114
253,First Presbyterian Church,,8001 Mesa Drive ,Austin,11/6/2012,7:00,19:00,78731,30.369441,-97.757453,NW,ED,R,604,G12,115
254,Emeritus at North Austin,"267, 228",5310 Duval Road ,Austin,11/6/2012,7:00,19:00,78727,30.418998,-97.744288,NW,ED,R,556,G12,116
256,Howson Branch Library,266,2500 Exposition Boulevard ,Austin,11/6/2012,7:00,19:00,78703,30.29837,-97.767656,C,ED,R,835,G12,117
258,McBee Elementary School,,1001 West  Braker Lane ,Austin,11/6/2012,7:00,19:00,78758,30.38302,-97.69043,N,ED,R,1325,G12,118
259,Summitt Elementary School,,12207 Brigadoon Lane ,Austin,11/6/2012,7:00,19:00,78727,30.4186,-97.719913,NW,ED,R,1912,G12,119
260,Austin Brethren Church,,1800 Payton Gin Road ,Austin,11/6/2012,7:00,19:00,78758,30.365692,-97.71663,N,ED,R,120,G12,120
262,Anderson High School,,8403 Mesa Drive ,Austin,11/6/2012,7:00,19:00,78759,30.37593,-97.75418,NW,ED,R,119,G12,121
263,United Christian Church,,3500 West Parmer Lane ,Austin,11/6/2012,7:00,19:00,78727,30.423827,-97.709237,NW,ED,R,2102,G12,122
266,Combined @ 256 Howson Branch Library,,2500 Exposition Boulevard ,Austin,11/6/2012,7:00,19:00,78703,30.29837,-97.767656,C,ED,R,835,G12,117
267,Combined @ 254 Emeritus at North Austin,,5310 Duval Road ,Austin,11/6/2012,7:00,19:00,78727,30.418998,-97.744288,NW,ED,R,556,G12,116
268,Grant AME Worship Center,,1701 Kramer Lane ,Austin,11/6/2012,7:00,19:00,78758,30.384861,-97.70442,N,ED,R,705,G12,123
273,Trinity Lutheran Church,,1207 West 45th Street ,Austin,11/6/2012,7:00,19:00,78756,30.31469,-97.7405,C,ED,R,2020,G12,124
274,First English Lutheran Church,,3001 Whitis Avenue ,Austin,11/6/2012,7:00,19:00,78705,30.295341,-97.738731,C,ED,R,608,G12,125
275,Baker Center,,3908 Avenue B (Enter off of 39th Street) ,Austin,11/6/2012,7:00,19:00,78751,30.303169,-97.736349,C,ED,R,214,G12,126
277,University Co-op,,2246 Guadalupe Street ,Austin,11/6/2012,7:00,19:00,78705,30.286049,-97.741907,C,ED,R,2103,G12,127
301,Sunset Valley City Hall,,3205 Jones Road ,Sunset Valley,11/6/2012,7:00,19:00,78745,30.228425,-97.809917,S,ED,R,1934,G12,128
302,Bailey Middle School,,4020 Lost Oasis Hollow ,Austin,11/6/2012,7:00,19:00,78739,30.164163,-97.872519,SW,ED,R,215,G12,129
303,Oak Hill Primitive Baptist Church,,11408 FM 1826 ,Austin,11/6/2012,7:00,19:00,78737,30.19736,-97.92376,SW,ED,R,1570,G12,130
304,Kiker Elementary School,,5913 LaCrosse Avenue ,Austin,11/6/2012,7:00,19:00,78739,30.191014,-97.881532,SW,ED,R,1102,G12,131
305,Combined @ 323 Great Hills Baptist Church,,10500 Jollyville Road ,Austin,11/6/2012,7:00,19:00,78759,30.39841,-97.750189,NW,ED,R,709,G12,147
306,Combined @ 319 Lakeway Activity Center,,105 Cross Creek Drive ,Lakeway,11/6/2012,7:00,19:00,78734,30.362128,-97.98138,W,ED,R,1211,G12,143
307,Rollingwood Municipal Building,356,403 Nixon Drive ,Rollingwood,11/6/2012,7:00,19:00,78746,30.275811,-97.788416,W,ED,R,1819,G12,132
308,Briarcliff P.O.A. Community Center,,22801 Braircliff Drive ,Briarcliff,11/6/2012,7:00,19:00,78669,30.40634,-98.056777,W,ED,R,216,G12,133
